country,Country Code,indicator,code,year,value
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2010,108.691
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2011,104.615
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2012,100.219
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2013,95.576
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2014,89.953
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2015,81.864
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2016,73.781
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2017,68.182
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2018,66.659
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2019,63.656
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2020,59.38
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2021,59.513
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2022,57.272
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2023,56.313
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2010,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2011,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2012,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2013,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2014,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2015,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2016,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2017,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2018,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2019,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2020,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2021,1400000
Kenya,KEN,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,2022,1400000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2010,70000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2011,62000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2012,60000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2013,57000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2014,51000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2015,42000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2016,37000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2017,34000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2018,29000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2019,28000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2020,28000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2021,26000
Kenya,KEN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2022,22000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2010,1200000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2011,1200000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2012,1200000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2013,1200000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2014,1200000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2015,1300000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2016,1300000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2017,1300000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2018,1300000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2019,1300000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2020,1300000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2021,1300000
Kenya,KEN,Adults (ages 15+) living with HIV,SH.DYN.AIDS,2022,1300000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2010,51000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2011,47000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2012,44000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2013,42000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2014,38000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2015,34000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2016,30000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2017,26000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2018,23000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2019,23000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2020,22000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,20000
Kenya,KEN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,17000
Kenya,KEN,"Age at first marriage, female",SP.DYN.SMAM.FE,2014,21.9
Kenya,KEN,"Age at first marriage, male",SP.DYN.SMAM.MA,2014,26.3
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2010,84.22010543864384
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2011,83.69550848735176
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2012,83.01057065561183
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2013,82.1267476397034
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2014,81.12149993646197
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2015,79.99241248412021
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2016,78.63644141122522
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2017,77.16038261898507
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2018,75.7364230190387
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2019,74.26394056675264
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2020,72.63223810076862
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2021,70.95791674270538
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2022,69.30547895111884
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2023,67.6739373442667
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,2024,66.11909979742946
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2010,3.8525648108434978
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2011,3.9155961771914396
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2012,4.003324424445153
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2013,4.105419193658185
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2014,4.247361047871334
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2015,4.397513970489723
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2016,4.460121640558203
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2017,4.500528174371183
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2018,4.645862302841231
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2019,4.786844425131257
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2020,4.815098362254015
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2021,4.818628061481952
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2022,4.848773219778252
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2023,4.884859349667323
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,2024,4.927371796773849
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2010,80.36754062780035
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2011,79.77991231016033
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2012,79.00724623116668
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2013,78.0213284460452
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2014,76.87413888859064
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2015,75.59489851363048
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2016,74.176319770667
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2017,72.6598544446139
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2018,71.09056071619746
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2019,69.47709614162139
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2020,67.8171397385146
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2021,66.13928868122342
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2022,64.45670573134059
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2023,62.789077994599374
Kenya,KEN,"Age dependency ratio, young",SP.POP.DPND.YG,2024,61.19172800065561
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2010,722807.5
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2011,721365.5
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2012,714067.5
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2013,705155.5
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2014,699074.5
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2015,698150.5
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2016,699423
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2017,700350
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2018,700452.5
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2019,698161.5
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2020,698090
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2021,704415
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2022,712737
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2023,721002
Kenya,KEN,"Age population, age 00, female",SP.POP.AG00.FE.IN,2024,730706.5
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2010,732934
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2011,732030.5
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2012,724956
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2013,715924.5
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2014,709763
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2015,708806.5
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2016,710099
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2017,711095
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2018,711273.5
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2019,709006
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2020,708878.5
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2021,715019
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2022,723441.5
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2023,731997.5
Kenya,KEN,"Age population, age 00, male",SP.POP.AG00.MA.IN,2024,741725.5
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2010,708966.5
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2011,714706.5
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2012,713324.5
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2013,706174.5
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2014,697137.5
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2015,690762.5
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2016,690648
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2017,692480
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2018,692307.5
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2019,692650
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2020,691798.5
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2021,691859
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2022,698513
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2023,707643
Kenya,KEN,"Age population, age 01, female",SP.POP.AG01.FE.IN,2024,716037.5
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2010,717646.5
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2011,724025
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2012,723192.5
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2013,716299.5
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2014,707158
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2015,700687.5
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2016,700673
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2017,702618
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2018,702384
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2019,702819.5
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2020,702100
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2021,701925
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2022,708483.5
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2023,717995
Kenya,KEN,"Age population, age 01, male",SP.POP.AG01.MA.IN,2024,726649.5
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2010,693397.5
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2011,704517.5
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2012,710166
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2013,708757
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2014,701389
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2015,692043
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2016,686214.5
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2017,686444
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2018,687347
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2019,687281
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2020,688383.5
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2021,687315.5
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2022,687852
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2023,695330
Kenya,KEN,"Age population, age 02, female",SP.POP.AG02.FE.IN,2024,704491.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2010,700888.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2011,712982.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2012,719302.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2013,718499
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2014,711448.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2015,702037.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2016,696230.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2017,696653.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2018,697636
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2019,697509
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2020,698585
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2021,697379
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2022,697861.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2023,705538.5
Kenya,KEN,"Age population, age 02, male",SP.POP.AG02.MA.IN,2024,715040.5
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2010,674453
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2011,690390
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2012,701353
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2013,706917
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2014,705253
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2015,697554
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2016,688711.5
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2017,683211.5
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2018,682563
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2019,683555.5
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2020,684090.5
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2021,684857.5
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2022,684338.5
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2023,685786.5
Kenya,KEN,"Age population, age 03, female",SP.POP.AG03.FE.IN,2024,693301.5
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2010,680758
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2011,697650.5
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2012,709616.5
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2013,715893
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2014,714880
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2015,707536.5
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2016,698694.5
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2017,693268
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2018,692816.5
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2019,693886.5
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2020,694141
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2021,694616
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2022,694188.5
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2023,695849
Kenya,KEN,"Age population, age 03, male",SP.POP.AG03.MA.IN,2024,703522.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2010,654745
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2011,672221.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2012,687966.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2013,698816.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2014,704095.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2015,702069.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2016,694849.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2017,686325.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2018,679962
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2019,679401
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2020,681021.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2021,681257.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2022,682516.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2023,682860.5
Kenya,KEN,"Age population, age 04, female",SP.POP.AG04.FE.IN,2024,684360
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2010,660305.5
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2011,678323.5
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2012,695041
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2013,706919
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2014,712941
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2015,711592
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2016,704770.5
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2017,696282.5
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2018,689995.5
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2019,689629.5
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2020,691121.5
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2021,690851
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2022,692031
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2023,692694
Kenya,KEN,"Age population, age 04, male",SP.POP.AG04.MA.IN,2024,694370
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2010,636653
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2011,652961.5
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2012,670228.5
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2013,685844.5
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2014,696392.5
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2015,701285
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2016,699724
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2017,692813.5
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2018,683417.5
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2019,677146
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2020,677337.5
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2021,678765
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2022,679372.5
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2023,681382
Kenya,KEN,"Age population, age 05, female",SP.POP.AG05.FE.IN,2024,681781.5
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2010,641423.5
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2011,658365
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2012,676186
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2013,692791
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2014,704387.5
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2015,710041.5
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2016,709184
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2017,702695
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2018,693340.5
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2019,687144
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2020,687371.5
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2021,688523
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2022,688784
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2023,690861
Kenya,KEN,"Age population, age 05, male",SP.POP.AG05.MA.IN,2024,691546
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2010,619481.5
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2011,635119.5
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2012,651212.5
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2013,668345.5
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2014,683649
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2015,693797.5
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2016,699146
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2017,697885
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2018,690090.5
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2019,680786.5
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2020,675412
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2021,675537.5
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2022,677201
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2023,678435.5
Kenya,KEN,"Age population, age 06, female",SP.POP.AG06.FE.IN,2024,680501.5
Kenya,KEN,"Age population, age 06, male",SP.POP.AG06.MA.IN,2010,623334.5
